ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title	Gene.ID
99421_at	0.920977	4.65e-01	0.838982	LOC101056284///Ighv14-2///Ighg3///Ighg///Igha///Igh-VX24///Igh-VJ558///Ighm	Ig heavy chain V region 5-84-like///immunoglobulin heavy variable 14-2///Immunoglobulin heavy constant gamma 3///Immunoglobulin heavy chain (gamma polypeptide)///immunoglobulin heavy constant alpha///immunoglobulin heavy chain (X24 family)///immunoglobulin heavy chain (J558 family)///immunoglobulin heavy constant mu	101056284///668421///380795///380794///238447///195176///16061///16019
95593_at	0.921794	4.65e-01	0.837696	Golm1	golgi membrane protein 1	105348
97239_at	0.921825	4.65e-01	0.837432	Ubxn1	UBX domain protein 1	225896
103370_at	0.921826	4.66e-01	0.837206	Lin7c	lin-7 homolog C (C. elegans)	22343
101731_at	0.921886	4.66e-01	0.83668			
161457_at	0.921886	4.66e-01	0.836483	Cdk11b	cyclin-dependent kinase 11B	12537
161230_r_at	0.921886	4.66e-01	0.836454	Slc30a4	solute carrier family 30 (zinc transporter), member 4	22785
161774_f_at	0.922028	4.66e-01	0.83591	Lypla1	lysophospholipase 1	18777
104518_at	0.922028	4.66e-01	0.835821	Cryba1	crystallin, beta A1	12957
103674_f_at	0.922141	4.66e-01	0.835451	Eif2s3y	eukaryotic translation initiation factor 2, subunit 3, structural gene Y-linked	26908
96236_at	0.922241	4.66e-01	0.834984	Cdc16	CDC16 cell division cycle 16	69957
160576_at	0.922241	4.66e-01	0.834872	Ctdp1	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1	67655
92704_at	0.922381	4.67e-01	0.834382	Ercc4	excision repair cross-complementing rodent repair deficiency, complementation group 4	50505
160550_i_at	0.922381	4.67e-01	0.833632	Magoh	mago homolog, exon junction complex core component	17149
93269_at	0.922381	4.67e-01	0.833346	Glo1	glyoxalase 1	109801
93937_at	0.922381	4.67e-01	0.83308	Gas8	growth arrest specific 8	104346
96112_at	0.922381	4.67e-01	0.832878	Etfa	electron transferring flavoprotein, alpha polypeptide	110842
104353_at	0.922381	4.67e-01	0.832784	Zfp777	zinc finger protein 777	72306
104402_at	0.922381	4.67e-01	0.832749	Gtf3c4	general transcription factor IIIC, polypeptide 4	269252
96351_at	0.922381	4.67e-01	0.832742	Btf3l4	basic transcription factor 3-like 4	70533
161721_f_at	0.922381	4.67e-01	0.83263	Cyp17a1	cytochrome P450, family 17, subfamily a, polypeptide 1	13074
96389_at	0.922381	4.67e-01	0.832452	C80719	expressed sequence C80719	97003
96227_at	0.92262	4.68e-01	0.831265	Serpina6	serine (or cysteine) peptidase inhibitor, clade A, member 6	12401
102561_at	0.92262	4.68e-01	0.831124	Atp5k	ATP synthase, H+ transporting, mitochondrial F1F0 complex, subunit E	11958
97003_at	0.92262	4.68e-01	0.831066	Olfr159	olfactory receptor 159	29849
96341_at	0.92262	4.68e-01	0.83039	Syf2	SYF2 homolog, RNA splicing factor (S. cerevisiae)	68592
97443_at	0.92262	4.68e-01	0.830331	Mrpl52	mitochondrial ribosomal protein L52	68836
95934_at	0.92262	4.68e-01	0.83023	D7Ertd187e	DNA segment, Chr 7, ERATO Doi 187, expressed	52196
161463_f_at	0.92262	4.68e-01	0.829886	Nsg1	neuron specific gene family member 1	18196
95573_at	0.92262	4.69e-01	0.829579	Baz2a	bromodomain adjacent to zinc finger domain, 2A	116848
161019_at	0.92262	4.69e-01	0.829458	Zfp787	zinc finger protein 787	67109
102234_at	0.92262	4.69e-01	0.828907	Gm2036///1810037I17Rik	predicted gene 2036///RIKEN cDNA 1810037I17 gene	100039078///67704
96707_at	0.92262	4.69e-01	0.82889	Zscan21	zinc finger and SCAN domain containing 21	22697
162407_at	0.92262	4.69e-01	0.828001	Traip	TRAF-interacting protein	22036
160184_at	0.92262	4.69e-01	0.82797	Ergic1	endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1	67458
94694_at	0.92262	4.69e-01	0.827767	Pcsk1	proprotein convertase subtilisin/kexin type 1	18548
99385_at	0.92262	4.69e-01	0.827547	Pou3f2	POU domain, class 3, transcription factor 2	18992
101799_at	0.92262	4.69e-01	0.827409	Caml	calcium modulating ligand	12328
100554_at	0.92262	4.69e-01	0.827406	Pdlim1	PDZ and LIM domain 1 (elfin)	54132
95383_at	0.92262	4.69e-01	0.827367	Tm7sf2	transmembrane 7 superfamily member 2	73166
97318_at	0.92262	4.70e-01	0.826847	Dtd1	D-tyrosyl-tRNA deacylase 1	66044
94088_at	0.92262	4.70e-01	0.826799	Ptbp2	polypyrimidine tract binding protein 2	56195
94206_at	0.92262	4.70e-01	0.826421	Grcc10	gene rich cluster, C10 gene	14790
101057_at	0.92262	4.70e-01	0.82604	A430005L14Rik	RIKEN cDNA A430005L14 gene	97159
97573_at	0.92262	4.70e-01	0.826001	Tyk2	tyrosine kinase 2	54721
104243_r_at	0.92262	4.70e-01	0.825637	Dtd2	D-tyrosyl-tRNA deacylase 2	328092
160350_at	0.92262	4.70e-01	0.825481	Gstz1	glutathione transferase zeta 1 (maleylacetoacetate isomerase)	14874
94874_at	0.92262	4.70e-01	0.825424	Aplp1	amyloid beta (A4) precursor-like protein 1	11803
162088_r_at	0.92262	4.70e-01	0.825305	Cfl2	cofilin 2, muscle	12632
97109_at	0.92262	4.70e-01	0.825212	Tpsab1	tryptase alpha/beta 1	100503895
160800_at	0.92262	4.70e-01	0.824923	Zranb1	zinc finger, RAN-binding domain containing 1	360216
96335_at	0.92262	4.70e-01	0.82479	Mrpl38	mitochondrial ribosomal protein L38	60441
161782_r_at	0.92262	4.70e-01	0.824736			
99896_at	0.92262	4.71e-01	0.824314	Mc5r	melanocortin 5 receptor	17203
AFFX-PheX-M_at	0.92262	4.71e-01	0.82414			
101461_f_at	0.92262	4.71e-01	0.824037	Pja1	praja ring finger 1, E3 ubiquitin protein ligase	18744
101975_at	0.92262	4.71e-01	0.823591	Dlk1	delta-like 1 homolog (Drosophila)	13386
93116_at	0.92262	4.71e-01	0.823464	Prkacb	protein kinase, cAMP dependent, catalytic, beta	18749
162406_f_at	0.92262	4.71e-01	0.823147	Stk38	serine/threonine kinase 38	106504
161330_r_at	0.92262	4.71e-01	0.823054	Aprt	adenine phosphoribosyl transferase	11821
104536_at	0.92262	4.71e-01	0.822932	Smad2	SMAD family member 2	17126
161016_at	0.92262	4.71e-01	0.822786	Galnt4	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 4	14426
162482_at	0.92262	4.71e-01	0.822503	Traf4	TNF receptor associated factor 4	22032
94134_at	0.92262	4.71e-01	0.822469	Wnt1	wingless-type MMTV integration site family, member 1	22408
92781_at	0.92262	4.71e-01	0.822331	Tmpo	thymopoietin	21917
98918_at	0.92262	4.71e-01	0.822037	Txndc5	thioredoxin domain containing 5	105245
160324_at	0.92262	4.72e-01	0.821834	Rpa3	replication protein A3	68240
98021_at	0.92262	4.72e-01	0.821622	Polr1e	polymerase (RNA) I polypeptide E	64424
99431_at	0.92262	4.72e-01	0.82054	Soat2	sterol O-acyltransferase 2	223920
100502_at	0.92262	4.72e-01	0.820361	Pde1c	phosphodiesterase 1C	18575
98440_at	0.92262	4.72e-01	0.820195	Ptgr1	prostaglandin reductase 1	67103
103473_at	0.92262	4.73e-01	0.819353	Pak4	p21 protein (Cdc42/Rac)-activated kinase 4	70584
103213_at	0.92262	4.73e-01	0.818529	Cdh15	cadherin 15	12555
99010_at	0.92262	4.73e-01	0.818393	Islr	immunoglobulin superfamily containing leucine-rich repeat	26968
96000_at	0.92262	4.73e-01	0.818206	Atp6v0a1	ATPase, H+ transporting, lysosomal V0 subunit A1	11975
95894_at	0.92262	4.73e-01	0.818075	Fancm	Fanconi anemia, complementation group M	104806
104029_at	0.92262	4.73e-01	0.81802	Clgn	calmegin	12745
96695_at	0.92262	4.73e-01	0.817961	Ube2a	ubiquitin-conjugating enzyme E2A	22209
96321_at	0.92262	4.73e-01	0.817772	Ndufa9	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9	66108
100337_at	0.92262	4.73e-01	0.817573	Cacna1e	calcium channel, voltage-dependent, R type, alpha 1E subunit	12290
96002_at	0.92262	4.73e-01	0.817291	Chmp3	charged multivesicular body protein 3	66700
98806_s_at	0.92262	4.73e-01	0.817237	Tub	tubby candidate gene	22141
161752_r_at	0.92262	4.73e-01	0.81714	Cx3cl1	chemokine (C-X3-C motif) ligand 1	20312
100570_at	0.92262	4.73e-01	0.817063	Nub1	negative regulator of ubiquitin-like proteins 1	53312
160318_at	0.92262	4.74e-01	0.816721	Stub1	STIP1 homology and U-Box containing protein 1	56424
93931_at	0.92262	4.74e-01	0.816631	Prf1	perforin 1 (pore forming protein)	18646
92193_r_at	0.92262	4.74e-01	0.816516	Pcsk5	proprotein convertase subtilisin/kexin type 5	18552
101053_at	0.92262	4.74e-01	0.816492	Prpf6	pre-mRNA splicing factor 6	68879
160069_at	0.92262	4.74e-01	0.816147	Gmnn	geminin	57441
160910_at	0.92262	4.74e-01	0.815913	Ghrh	growth hormone releasing hormone	14601
104246_at	0.92262	4.74e-01	0.815911	Asxl1	additional sex combs like 1	228790
161133_at	0.92262	4.74e-01	0.81577	Calm2	calmodulin 2	12314
92271_at	0.92262	4.74e-01	0.815593	Pax6	paired box 6	18508
162328_f_at	0.92262	4.74e-01	0.815547	Krt84	keratin 84	16680
161397_r_at	0.92262	4.74e-01	0.815291	Dhodh	dihydroorotate dehydrogenase	56749
95606_at	0.92262	4.74e-01	0.815198	Syncrip	synaptotagmin binding, cytoplasmic RNA interacting protein	56403
92415_at	0.92262	4.74e-01	0.814868	Tnfsf9	tumor necrosis factor (ligand) superfamily, member 9	21950
103684_at	0.92262	4.74e-01	0.814832	Tekt2	tektin 2	24084
104526_at	0.92262	4.74e-01	0.814529	Tfeb	transcription factor EB	21425
93850_at	0.92262	4.75e-01	0.814461	Iqgap1	IQ motif containing GTPase activating protein 1	29875
98633_at	0.92262	4.75e-01	0.814427	Tmem43	transmembrane protein 43	74122
95123_at	0.92262	4.75e-01	0.814413	Zfp821	zinc finger protein 821	75871
98374_at	0.922647	4.75e-01	0.813517	Il5	interleukin 5	16191
96093_at	0.922647	4.75e-01	0.813369	0610007P14Rik	RIKEN cDNA 0610007P14 gene	58520
100975_f_at	0.922647	4.75e-01	0.813144	Ssbp4	single stranded DNA binding protein 4	76900
97489_at	0.922647	4.75e-01	0.812187	Pygb	brain glycogen phosphorylase	110078
103047_at	0.922647	4.75e-01	0.812107	Pex2	peroxisomal biogenesis factor 2	19302
102761_at	0.922647	4.75e-01	0.812081	Grpel2	GrpE-like 2, mitochondrial	17714
102845_at	0.922647	4.76e-01	0.81193	Pdlim7	PDZ and LIM domain 7	67399
98395_at	0.922647	4.76e-01	0.811915	Crhr2	corticotropin releasing hormone receptor 2	12922
96869_at	0.922647	4.76e-01	0.811849	Gabarap	gamma-aminobutyric acid receptor associated protein	56486
95561_at	0.922647	4.76e-01	0.810464	Syce2	synaptonemal complex central element protein 2	71846
161073_at	0.922647	4.76e-01	0.810382	Nt5dc3	5'-nucleotidase domain containing 3	103466
94962_g_at	0.922647	4.76e-01	0.810344	Clpx	caseinolytic mitochondrial matrix peptidase chaperone subunit	270166
94970_at	0.922647	4.76e-01	0.810084	Ppp4r2	protein phosphatase 4, regulatory subunit 2	232314
100977_at	0.922647	4.76e-01	0.809568	Pdk1	pyruvate dehydrogenase kinase, isoenzyme 1	228026
102745_at	0.922647	4.77e-01	0.809135	Tcrg-V4	T cell receptor gamma, variable 4	21638
92247_at	0.922647	4.77e-01	0.809118	Arhgap5	Rho GTPase activating protein 5	11855
160681_at	0.922647	4.77e-01	0.809062	Papola	poly (A) polymerase alpha	18789
161032_i_at	0.922647	4.77e-01	0.808982	Nmu	neuromedin U	56183
103807_at	0.922647	4.77e-01	0.80895	Wiz	widely-interspaced zinc finger motifs	22404
96840_at	0.922647	4.77e-01	0.808618	Gabarapl2	gamma-aminobutyric acid (GABA) A receptor-associated protein-like 2	93739
93470_at	0.922647	4.77e-01	0.808496	Trdmt1	tRNA aspartic acid methyltransferase 1	13434
97296_at	0.922647	4.77e-01	0.80847	Mrpl44	mitochondrial ribosomal protein L44	69163
93893_f_at	0.922647	4.77e-01	0.808258	Klra3	killer cell lectin-like receptor, subfamily A, member 3	16634
101397_at	0.922647	4.77e-01	0.808225	Slc2a8	solute carrier family 2, (facilitated glucose transporter), member 8	56017
160446_at	0.922647	4.77e-01	0.808127	Bpifb1	BPI fold containing family B, member 1	228801
95636_at	0.922647	4.77e-01	0.808022	0610010K14Rik///Rnasek	RIKEN cDNA 0610010K14 gene///ribonuclease, RNase K	104457///52898
161596_f_at	0.922647	4.77e-01	0.808021	Akap8	A kinase (PRKA) anchor protein 8	56399
161215_at	0.922647	4.77e-01	0.807703	Chrng	cholinergic receptor, nicotinic, gamma polypeptide	11449
160392_at	0.922647	4.77e-01	0.807605	Slc25a44	solute carrier family 25, member 44	229517
103443_at	0.922647	4.77e-01	0.807605	Aim1	absent in melanoma 1	11630
93317_at	0.922647	4.77e-01	0.807595	Osbpl1a	oxysterol binding protein-like 1A	64291
98829_at	0.922774	4.77e-01	0.807149	Kcnj12	potassium inwardly-rectifying channel, subfamily J, member 12	16515
93015_at	0.922774	4.78e-01	0.806911	Gsta3	glutathione S-transferase, alpha 3	14859
103442_at	0.922774	4.78e-01	0.806683	Dhrs7b	dehydrogenase/reductase (SDR family) member 7B	216820
101726_at	0.922774	4.78e-01	0.806537	Nmbr	neuromedin B receptor	18101
161627_r_at	0.922774	4.78e-01	0.806187	Prkd2	protein kinase D2	101540
98866_at	0.922774	4.78e-01	0.805863	Dlx6	distal-less homeobox 6	13396
93982_at	0.922774	4.78e-01	0.80548	Derl1	Der1-like domain family, member 1	67819
102278_at	0.922774	4.78e-01	0.805433	Ppie	peptidylprolyl isomerase E (cyclophilin E)	56031
94170_at	0.922774	4.78e-01	0.805049	Chst3	carbohydrate (chondroitin 6/keratan) sulfotransferase 3	53374
100980_at	0.922774	4.78e-01	0.804973	Rock1	Rho-associated coiled-coil containing protein kinase 1	19877
161695_f_at	0.922774	4.78e-01	0.804919	Slc6a4	solute carrier family 6 (neurotransmitter transporter, serotonin), member 4	15567
97818_at	0.922774	4.78e-01	0.804819	Snx4	sorting nexin 4	69150
94028_f_at	0.922782	4.78e-01	0.804591			
100921_at	0.922842	4.79e-01	0.804148	Tnni3	troponin I, cardiac 3	21954
99375_at	0.922842	4.79e-01	0.804079	Sec1	secretory blood group 1	56546
96743_at	0.923075	4.79e-01	0.803563	Slirp	SRA stem-loop interacting RNA binding protein	380773
160142_at	0.923093	4.79e-01	0.803071	Tusc2	tumor suppressor candidate 2	80385
94920_at	0.923093	4.79e-01	0.802773	Pnpo	pyridoxine 5'-phosphate oxidase	103711
162254_f_at	0.923093	4.79e-01	0.802654	Cyb5r1	cytochrome b5 reductase 1	72017
93447_at	0.923093	4.79e-01	0.802234	Gm10046	predicted gene 10046	100043229
95374_f_at	0.923093	4.80e-01	0.80133	Cilp2	cartilage intermediate layer protein 2	68709
96896_at	0.923093	4.80e-01	0.801141	Actr2	ARP2 actin-related protein 2	66713
95465_s_at	0.923093	4.80e-01	0.80099	Tmem37	transmembrane protein 37	170706
97736_at	0.923093	4.80e-01	0.800864			
99444_at	0.923093	4.80e-01	0.800641	Ramp2	receptor (calcitonin) activity modifying protein 2	54409
160595_at	0.923093	4.80e-01	0.800415	Rpap3	RNA polymerase II associated protein 3	71919
94038_at	0.923093	4.80e-01	0.800353	2700060E02Rik	RIKEN cDNA 2700060E02 gene	68045
95740_at	0.923093	4.80e-01	0.80013	Asprv1	aspartic peptidase, retroviral-like 1	67855
96243_f_at	0.923093	4.80e-01	0.800037	Aldh9a1	aldehyde dehydrogenase 9, subfamily A1	56752
104743_at	0.923093	4.80e-01	0.799893	Cdh13	cadherin 13	12554
93531_at	0.923093	4.80e-01	0.799735	Ndufa8	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8	68375
101344_at	0.923093	4.81e-01	0.799413	Cckbr	cholecystokinin B receptor	12426
100586_i_at	0.923093	4.81e-01	0.798877	Cdip1	cell death inducing Trp53 target 1	66626
93902_at	0.923093	4.81e-01	0.798166	Gab1	growth factor receptor bound protein 2-associated protein 1	14388
104532_at	0.923093	4.81e-01	0.79806	Tomm34	translocase of outer mitochondrial membrane 34	67145
92647_at	0.923093	4.81e-01	0.797967	Rbbp4	retinoblastoma binding protein 4	19646
96611_at	0.923093	4.81e-01	0.79776	Gm4943///Ndufa11	predicted pseudogene 4943///NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 11	239760///69875
99001_at	0.923093	4.81e-01	0.797647	Zfp292	zinc finger protein 292	30046
97105_at	0.923093	4.81e-01	0.797396			
161441_f_at	0.923093	4.81e-01	0.797337			
161085_r_at	0.923093	4.82e-01	0.796979	A4galt	alpha 1,4-galactosyltransferase	239559
161742_r_at	0.923093	4.82e-01	0.796771			
160582_at	0.923093	4.82e-01	0.796746	Mybpc3	myosin binding protein C, cardiac	17868
99960_at	0.923093	4.82e-01	0.796745	Map2k4	mitogen-activated protein kinase kinase 4	26398
161806_r_at	0.923093	4.82e-01	0.796136	Atp6ap1	ATPase, H+ transporting, lysosomal accessory protein 1	54411
92848_at	0.923093	4.82e-01	0.796098	Oat	ornithine aminotransferase	18242
97953_g_at	0.923093	4.82e-01	0.795957	Tsc2	tuberous sclerosis 2	22084
104262_at	0.923093	4.82e-01	0.795813	Pthlh	parathyroid hormone-like peptide	19227
102867_at	0.923093	4.82e-01	0.795636	Tead4	TEA domain family member 4	21679
93898_at	0.923093	4.82e-01	0.795504	Sgcb	sarcoglycan, beta (dystrophin-associated glycoprotein)	24051
162202_f_at	0.923093	4.82e-01	0.795452	Irf7	interferon regulatory factor 7	54123
161807_i_at	0.923093	4.82e-01	0.79541	Tbc1d22a	TBC1 domain family, member 22a	223754
98308_at	0.923093	4.82e-01	0.795351	Myh1	myosin, heavy polypeptide 1, skeletal muscle, adult	17879
93952_r_at	0.923093	4.82e-01	0.795281	2810417H13Rik	RIKEN cDNA 2810417H13 gene	68026
98558_r_at	0.923093	4.82e-01	0.794865	Psmb4	proteasome (prosome, macropain) subunit, beta type 4	19172
97241_at	0.923093	4.82e-01	0.794778	Ubxn1	UBX domain protein 1	225896
95489_at	0.923093	4.82e-01	0.794673	Flii	flightless I actin binding protein	14248
94302_at	0.923786	4.83e-01	0.793568	Psmd4	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4	19185
95853_at	0.924338	4.83e-01	0.792551			
94411_at	0.924338	4.83e-01	0.79243	Cdk2	cyclin-dependent kinase 2	12566
101888_at	0.924628	4.84e-01	0.791618	Rora	RAR-related orphan receptor alpha	19883
102335_at	0.924628	4.84e-01	0.79144	Kcnk1	potassium channel, subfamily K, member 1	16525
93089_at	0.924628	4.84e-01	0.791374	Eif4a2	eukaryotic translation initiation factor 4A2	13682
103038_at	0.924628	4.84e-01	0.791199	Guca1a	guanylate cyclase activator 1a (retina)	14913
94351_r_at	0.92467	4.84e-01	0.79093	Nqo1	NAD(P)H dehydrogenase, quinone 1	18104
102772_at	0.924754	4.84e-01	0.790495	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	11350
100690_at	0.924754	4.84e-01	0.790393	Th	tyrosine hydroxylase	21823
103527_at	0.924834	4.84e-01	0.790076	Slc35e4	solute carrier family 35, member E4	103710
92493_at	0.925122	4.85e-01	0.789276	Rbpjl	recombination signal binding protein for immunoglobulin kappa J region-like	19668
96088_at	0.925122	4.85e-01	0.789025	Ndrg2	N-myc downstream regulated gene 2	29811
160264_s_at	0.925122	4.85e-01	0.788942	Pcp4l1	Purkinje cell protein 4-like 1	66425
100967_at	0.925122	4.85e-01	0.788848	Slc27a2	solute carrier family 27 (fatty acid transporter), member 2	26458
94934_at	0.925303	4.85e-01	0.788402	Agtr2	angiotensin II receptor, type 2	11609
100272_at	0.925408	4.85e-01	0.788054	Kdm5d	lysine (K)-specific demethylase 5D	20592
95931_at	0.925458	4.86e-01	0.787091			
102975_at	0.925458	4.86e-01	0.786866	Cd8a	CD8 antigen, alpha chain	12525
99548_at	0.925458	4.86e-01	0.786539	Aldh3a1	aldehyde dehydrogenase family 3, subfamily A1	11670
95914_at	0.925458	4.86e-01	0.786447	Dido1	death inducer-obliterator 1	23856
99394_at	0.925458	4.86e-01	0.786305	Has3	hyaluronan synthase 3	15118
95084_f_at	0.925458	4.86e-01	0.78627	Grhpr	glyoxylate reductase/hydroxypyruvate reductase	76238
97407_at	0.925458	4.86e-01	0.785874	Ubac1	ubiquitin associated domain containing 1	98766
96682_at	0.925458	4.86e-01	0.785676	St6galnac4	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	20448
160976_at	0.925458	4.86e-01	0.785653	Diaph1	diaphanous related formin 1	13367
94180_s_at	0.925458	4.86e-01	0.785434	Dach1	dachshund 1 (Drosophila)	13134
104508_at	0.925458	4.86e-01	0.785401	Nckap1l	NCK associated protein 1 like	105855
101327_at	0.925458	4.86e-01	0.785062	Lcp1	lymphocyte cytosolic protein 1	18826
98991_at	0.925458	4.87e-01	0.784791	Smarcad1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1	13990
100712_at	0.925458	4.87e-01	0.784529	Npas1	neuronal PAS domain protein 1	18142
92943_at	0.925458	4.87e-01	0.784455	Gria1	glutamate receptor, ionotropic, AMPA1 (alpha 1)	14799
102613_at	0.925458	4.87e-01	0.784447	Tiaf2	TGF-beta1-induced anti-apoptotic factor 2	223431
160771_r_at	0.925458	4.87e-01	0.784013	Ppfibp2	PTPRF interacting protein, binding protein 2 (liprin beta 2)	19024
96629_at	0.925458	4.87e-01	0.783751	Nudt19	nudix (nucleoside diphosphate linked moiety X)-type motif 19	110959
101761_f_at	0.925458	4.87e-01	0.783728	Sprr2c-ps	small proline-rich protein 2C, pseudogene	20757
97857_at	0.925458	4.87e-01	0.78358	Zdhhc3	zinc finger, DHHC domain containing 3	69035
100113_s_at	0.925458	4.87e-01	0.783316	Kifap3	kinesin-associated protein 3	16579
